Category,Disease,Pathogen,Afflict
FUNGAL DISEASES,"Gray mold rot = dry eye rot, blossom-end rot","Botrytis cinereaPers.Fr.
Botryotinia fuckeliana(de Bary) Whetzel [teleomorph]",Apple
FUNGAL DISEASES,Leptosphaeria canker and fruit rot,"Diapleella coniothyrium(Fuckel) Barr
=Leptosphaeria coniothyrium(Fuckel) Sacc.
Coniothyrium fuckeliiSacc. [anamorph]",Apple
FUNGAL DISEASES,Leucostoma canker and dieback,"Leucostoma cincta(Fr.:Fr.) Hohn.
Cytospora cinctaSacc. [anamorph]
Valsa auerswaldiiNitschke
=Leucostoma auerswaldii(Nitschke) Hohn.
Cytospora personataFr. [anamorph]",Apple
FUNGAL DISEASES,Marssonina blotch*,"Diplocarpon maliHarada & Sawamura (Japan, Canada, India, Korea, Rumania)
Marssonina coronaria(Ellis & J. J. Davis)
J. J. Davis [anamorph]",Apple
FUNGAL DISEASES,Moldy core and core rot,"Alternariaspp.
Cladosporiumspp.
Coniothyriumsp.
Epicoccumspp.
Pleosporaherbarum(Pers.) Rabenh.
Stemphyliumspp.
Ulocladiumspp.
wet core rot, mainlyPenicilliumspp.",Apple
FUNGAL DISEASES,Monilia leaf blight*,"Monilinia mali(Takahashi) Whetzel (Japan, China, former Soviet Union)
Moniliasp. [anamorph]",Apple
FUNGAL DISEASES,Monochaetia twig canker,"Seiridium unicorne(Cooke & Ellis) Sutton
=Monochaetia mali(Ellis & Everh.) Sacc.
Lepteutypa cupressi(Nattraset al.) H. J. Swart[teleomorph]",Apple
FUNGAL DISEASES,Mucor rot,"Mucorspp.
M. piriformisE. Fischer",Apple
FUNGAL DISEASES,Nectria canker,"Nectria galligenaBres. in Strass.
Cylindrocarpon heteronemum(Berk. & Broome)
Wollenweb. [anamorph]",Apple
FUNGAL DISEASES,Nectria twig blight = coral spot,"Nectria cinnabarina(Tode:Fr.) Fr.
Tubercularia vulgarisTode:Fr. [anamorph]",Apple
FUNGAL DISEASES,Peniophora root canker*,Peniophora sacrataG. H. Cunn.,Apple
FUNGAL DISEASES,Perennial canker,"Neofabrae perennansKienholz
Cryptosporiopsis perennans(Zeller & Childs)
Wollenweb. [anamorph]",Apple
FUNGAL DISEASES,"Phomopsis canker, fruit decay and rough bark","Phomopsis maliRoberts
Diaporthe perniciosaEm. Marchal [teleomorph]",Apple
FUNGAL DISEASES,Phymatotrichum root rot = cotton root rot,"Phymatotrichopsis omnivora(Duggar) Hennebert
=Phymatotrichum omnivorumDuggar",Apple
FUNGAL DISEASES,"Phytophthora crown, collar and root rot = sprinkler rot","Phytophthoraspp.
P. cactorum(Lebert & Cohn) J. Schröt.
P. cambivora(Petr.) Buisman
P. cryptogeaPethybr. & Lafferty
P. megaspermaDrechs.
P. syringae(Kleb.) Kleb.",Apple
FUNGAL DISEASES,Phytophthora fruit rot,"Phytophthora cactorum(Lebert & Cohn) J. Schrot.
P. syringae(Kleb.) Kleb.",Apple
FUNGAL DISEASES,Pink mold rot,"Trichothecium roseum(Pers.:Fr.) Link
=Cephalothecium roseumCorda",Apple
FUNGAL DISEASES,Powdery mildew,Podosphaera leucotricha(Ellis & Everh.) E. S. Salmon,Apple
FUNGAL DISEASES,Rosellinia root rot = Dematophora root rot,"RosellinianecatrixPrill.
Dematophora necatrixR. Hartig [anamorph]",Apple
FUNGAL DISEASES,American hawthorne rust,Gymnosporangium globosum(Farl.) Farl.,Apple
FUNGAL DISEASES,Cedar apple rust,Gymnosporangium juniperi-virginianaeSchwein,Apple
FUNGAL DISEASES,Japanese apple rust*,Gymnosporangium yamadaeMiyabe ex Yamada (Asia),Apple
FUNGAL DISEASES,Pacific Coast pear rust,Gymnosporangium libocedri(C. Henn.) F. Kern,Apple
FUNGAL DISEASES,Quince rust,Gymnosporangium clavipes(Cooke & Peck) Cooke & Peck in Peck,Apple
FUNGAL DISEASES,Side rot,Phialophora malorum(M. N. Kidd & A. Beaumont) McColloch,Apple
FUNGAL DISEASES,Silver leaf,Chondrostereum purpureum(Pers.:Fr.) Pouzar,Apple
FUNGAL DISEASES,Sooty blotch complex,"Peltaster fructicola(Johnson, Sutton, Hodges)
Geastrumia polystigmatisBatista & M. L. Farr
Leptodontium elatius(G. Mangenot) De Hoog
Gloeodes pomigena(Schwein.) Colby",Apple
FUNGAL DISEASES,Southern blight,"Sclerotium rolfsiiSacc.
Athelia rolfsii(Curzi) Tu & Kimbrough [teleomorph]",Apple
FUNGAL DISEASES,Thread blight = Hypochnus leaf blight,"Corticium stevensiiBurt
=Pellicularia kolerogaCooke
=Hypochnus ochroleucusNoack",Apple
FUNGAL DISEASES,Valsa canker*,"Valsa ceratosperma(Tode:Fr.) Maire (Japan, China, Korea)
Cytospora sacculus(Schwein.) Gvritischvili [anamorph]",Apple
FUNGAL DISEASES,Violet root rot*,"Helicobasidium mompaTanaka (Japan, China, Korea)",Apple
FUNGAL DISEASES,White root rot,"Scytinostroma galactinum(Fr.) Donk
=Corticium galactinum(Fr.) Burt",Apple
FUNGAL DISEASES,White rot,"Botryosphaeria dothidea(Moug.) Ces. & De Not.
Fusicoccum aesculiCorda [anamorph]",Apple
FUNGAL DISEASES,X-spot = Nigrospora spot,Nigrospora oryzae(Berk. & Broome) Petch,Apple
FUNGAL DISEASES,Zonate leaf spot*,"Cristulariella moricola(Hino) Redhead (Japan)
Grovesinia pyramidalisM. Clineet al. [teleomorph]",Apple
"NEMATODES, PARASITIC",Dagger nematode,"Xiphinema americanumCobb
X. rivesiDalmasso
X. vuitteneziLucet al.",Apple
"NEMATODES, PARASITIC",Lesion nematode,"Pratylenchusspp.
P. penetrans(Cobb) Filipjev & Schuurmans-Stekhoven",Apple
"NEMATODES, PARASITIC",Pin nematode,Paratylenchusspp.,Apple
"NEMATODES, PARASITIC",Ring nematode,Criconemellaspp.,Apple
"NEMATODES, PARASITIC",Root-knot nematode,Meloidogynespp.,Apple
VIRAL DISEASES,Apple chlorotic leafspot,"genusTrichovirus, Apple chlorotic leafspot virus(ACLSV)",Apple
VIRAL DISEASES,Apple dwarf (Malus platycarpa),Apple stem pitting virus (ASPV) (? not US/CAN),Apple
VIRAL DISEASES,Apple flat apple,"genusNepovirus, Cherry rasp leaf virus(CRLV)",Apple
VIRAL DISEASES,Apple mosaic,"genusIlarvirus, Apple mosaic virus(ApMV)
genusIlarvirus, Tulare apple mosaic virus(TAMV)",Apple
VIRAL DISEASES,Apple stem grooving = Apple decline of Virginia crab,"genusCapillovirus, Apple stem grooving virus(ASGV)",Apple
VIRAL DISEASES,Apple stem pitting = apple Spy 227 epinasty and decline,Apple stem pitting virus (ASPV),Apple
VIRAL DISEASES,Apple union necrosis and decline,"genusNepovirus, Tomato ringspot virus(ToRSV)",Apple
VIROID DISEASES,Apple blister bark (‘Delicious’),Apple fruit crinkle viroid (AFCVd),Apple
VIROID DISEASES,Apple dimple fruit,Apple scar skin viroid (ASSVd),Apple
VIROID DISEASES,Apple fruit crinkle*,Apple fruit crinkle viroid (AFCVd) (Japan),Apple
VIROID DISEASES,"Apple scar skin = apple dapple, apple sabi-ka, apple bumpy fruit",Apple scar skin viroid (ASSVd),Apple
SUSPECTED VIRAL- AND VIROID-LIKE DISEASES (graft-transmissible pathogens [GTP]),Dead spur,"GTP, unidentified",Apple
SUSPECTED VIRAL- AND VIROID-LIKE DISEASES (graft-transmissible pathogens [GTP]),False sting,"GTP, virus suspected",Apple
SUSPECTED VIRAL- AND VIROID-LIKE DISEASES (graft-transmissible pathogens [GTP]),Green crinkle,"GTP, virus suspected",Apple
SUSPECTED VIRAL- AND VIROID-LIKE DISEASES (graft-transmissible pathogens [GTP]),Rough skin,"GTP, virus suspected",Apple
SUSPECTED VIRAL- AND VIROID-LIKE DISEASES (graft-transmissible pathogens [GTP]),Star crack,"GTP, virus suspected",Apple
PHYTOPLASMAL and SPIROPLASMAL DISEASES,Apple chat fruit,Phytoplasma suspected,Apple
PHYTOPLASMAL and SPIROPLASMAL DISEASES,Apple decline,Phytoplasma suspected,Apple
PHYTOPLASMAL and SPIROPLASMAL DISEASES,Apple proliferation,Phytoplasma,Apple
PHYTOPLASMAL and SPIROPLASMAL DISEASES,Rubbery wood,Phytoplasma suspected,Apple
MISCELLANEOUS DISEASES and DISORDERS,Bitter pit,Localized calcium deficiency,Apple
MISCELLANEOUS DISEASES and DISORDERS,Blossom blast,Boron deficiency,Apple
MISCELLANEOUS DISEASES and DISORDERS,Burrknot,Genetically predisposed rootstock,Apple
MISCELLANEOUS DISEASES and DISORDERS,Fruit cracking,Genetic,Apple
MISCELLANEOUS DISEASES and DISORDERS,Fruit russet,"Frost, sprays, etc.",Apple
MISCELLANEOUS DISEASES and DISORDERS,Green mottle,Unidentified,Apple
MISCELLANEOUS DISEASES and DISORDERS,Hollow apple,High temperature,Apple
MISCELLANEOUS DISEASES and DISORDERS,Internal bark necrosis = measles,Low pH and mineral nutrient imbalance,Apple
MISCELLANEOUS DISEASES and DISORDERS,Internal browning,"Boron and calcium deficiencies, etc.",Apple
MISCELLANEOUS DISEASES and DISORDERS,Jonathan spot,Reduced by controlled atmosphere storage,Apple
MISCELLANEOUS DISEASES and DISORDERS,Narrow leaf,Genetic,Apple
MISCELLANEOUS DISEASES and DISORDERS,Necrotic leaf blotch of ‘Golden Delicious’,Rapid synthesis of gibberellins triggered by environmental factors,Apple
MISCELLANEOUS DISEASES and DISORDERS,Storage scald,Injury to fruit surfaces by naturally occurring gases produced by the fruit,Apple
MISCELLANEOUS DISEASES and DISORDERS,Sunburn,Sun injury to fruit,Apple
MISCELLANEOUS DISEASES and DISORDERS,Sunscald,Freezing of bark following high temperatures in winter,Apple
MISCELLANEOUS DISEASES and DISORDERS,Water core,Sorbitol accumulation,Apple
MISCELLANEOUS DISEASES and DISORDERS,Water core,Sorbitol accumulation,Apricot
BACTERIAL DISEASES,Bacterial canker and blast,Pseudomonassyringaepv.syringaevan Hall,Apricot
BACTERIAL DISEASES,Bacterial spot,"Xanthomonas airboricolapv.Pruni(Smith) vauterin et. al.
= X.campestrispv.pruni(Smith) Dye",Apricot
BACTERIAL DISEASES,Crown gall,Agrobacteriumtumefaciens(Smith & Townsend) Conn,Apricot
FUNGAL DISEASES,Alternaria spot and fruit rot,Alternariaalternata(Fr.:Fr.) Keissl.,Apricot
FUNGAL DISEASES,Armillaria crown and root rot (shoestring crown and root rot),"Armillariamellea(Vahl:Fr.) P. Kumm.
RhizomorphasubcorticalisPers. [anamorph]",Apricot
FUNGAL DISEASES,Brown rot blossom and twig blight and fruit rot,"Monilinia fructicola(G. Wint.) Honey
M.laxa(Aderhold) & Ruhland) Honey",Apricot
FUNGAL DISEASES,Ceratocystis canker,CeratocystisfimbriataEllis & Halst.,Apricot
FUNGAL DISEASES,Cytospora canker,"CytosporaleucostomaSacc.
LeucostomapersooniiHöhn. [teleomorph]",Apricot
FUNGAL DISEASES,Dematophora root rot,"RosellinianecatrixPrill.
DematophoranecatrixR. Hartig [anamorph]",Apricot
FUNGAL DISEASES,Eutypa dieback,"Eutypalata(Pers.:Fr.) Tul. & C. Tul.
Cytosporinaspp. [anamorph]",Apricot
FUNGAL DISEASES,Green fruit rot,"BotrytiscinereaPers.:Fr.
Botryotiniafuckeliana(de Bary) Whetzel [teleomorph]
Sclerotiniasclerotiorum(Lib.) de Bary",Apricot
FUNGAL DISEASES,Leaf spot,PhyllostictacircumscissaCooke,Apricot
FUNGAL DISEASES,Phytophthora crown and root rot,"Phytophthora cactorum(Lebert & Cohn) J. Schrot.
P.cambivora(Petri) Buisman
P.cinnamomiRands
P.citricolaSawada
P.dreschsleriTucker
P.megaspermaDrechs.
P.syringae(Kleb.) Kleb.",Apricot
FUNGAL DISEASES,Phytophthora pruning wound canker,Phytophthorasyringae(Kleb.) Kleb.,Apricot
FUNGAL DISEASES,Powdery mildew,"Podosphaeraclandestina(Wallr.:Fr.) Lev.
Oidiumsp. [anamorph]
Sphaerothecapannosa(Wallr.:Fr.) Lév.
O.leucoconiumDesmaz. [anamorph]",Apricot
FUNGAL DISEASES,Replant problems,Fungi and others (see under Miscellaneous Disorders),Apricot
FUNGAL DISEASES,Rhizopus fruit rot,"RhizopusarrhizusA. Fischer
R.circinansTiegh.
R.stolonifer(Ehrenb.:Fr.) Vuill.",Apricot
FUNGAL DISEASES,Ripe fruit rot,"AspergillusnigerTiegh.
Cladosporiumspp.
Mucorspp.
PenicilliumexpansumLink
P.italicumWehmer",Apricot
FUNGAL DISEASES,Scab,"Cladosporium carpophilumThuem.
VenturiacarpophiliaE. E. Fisher [teleomorph]",Apricot
FUNGAL DISEASES,Shot hole,"Wilsonomycescarpophilus(Lév) Adaskaveg, Ogawa, and
E. E. Butler
=Stigminacarpophilia(Lév.) Ellis",Apricot
FUNGAL DISEASES,Silver leaf,Chondrostereumpurpureum(Pers.:Fr.) Pouzar,Apricot
FUNGAL DISEASES,Verticillium wilt,VerticilliumdahliaeKleb.,Apricot
FUNGAL DISEASES,Wood rots (pathogenicity has not been proven for these fungi),"Cerrenaunicolor(Bull.:Fr.) Murrill
Coprinusspp.
Coriolopsisgallica(Bull.:Fr.) Ryvarden
Daedaleopsisconfragosa(Bolten:Fr) J. Schröt.
Dendrophora albabadia(Schwein.:Fr.) Chamuris
D.erumpens(Burt) Chamuris
Fomesfomentarius(L.:Fr.) J. Kickx fil.
Fomitopsiscajanderi(P. Karst.) Kotlaba & Pouzar
F.pinicola(Sw.:Fr.) P. Karst.
F.rosea(Albertini & Schwein.:Fr.) P. Karst.
Ganodermaapplanatum(Pers.) Pat.
G.lucidum(Curtis:Fr.) P. Karst.
Gloeophyllumsepiarium(Wulfen:Fr.) P. Karst.
G.trabeum(Pers.:Fr.) Murrill
Gloeoporusdichrous(Fr.:Fr.) Bres.
Grandiniagranulosa(Pers.:Fr.) Fr.
=Hyphodontiaaspera(Fr.) J. Erikss.L
Heterobasidionannosum(Fr.:Fr.) Bref. (unconfirmed)
Hyphodermellacorrugata(Fr.) J. Eriksson & Ryvarden
Inonotusdryophilus(Berk.) Murrill
Irpexlacteus(Fr.:Fr.) Fr.
Laetiporussulphureus(Bull.:Fr.) Murrill
Oxyporuscorticola(Fr.:Fr.) Ryvarden
O.latemarginatus(Durieu & Mont.) Donk
O.populinus(Schumach:Fr.) Donk
Perenniporiafraxinophila(Peck) Ryvarden
P.medulla-panis(Jacq.:Fr.) Donk
Phellinusferreus(Pers.) Bourd. & Galzin
P.ferruginosus(Schrad.:Fr.) Pat.
P.gilvus(Schwein.:Fr.) Pat.
P.igniarius(L.:Fr.) Quél.
P.pomaceus(Pers.) Maire
Pholiotaspp.
P.variusFr.
Pycnoporuscinnabarinus(Jacq.:Fr.) P. Karst.
SchizophyllumcommuneFr.:Fr.
Stereumspp.
Trameteselegans(Spreng.:Fr.) Fr.
T.hirsuta(Wulfen.:Fr.) Quel.
T.versicolor(L.:Fr.) Pilát",Apricot
NEMATODE DISEASES,Dagger,"XiphinemaamericanumCobb
X.rivesiDalmasso",Apricot
NEMATODE DISEASES,Lesion,PratylenchusvulnusAllen & Jensen,Apricot
NEMATODE DISEASES,Ring,Criconemellaxenoplax(Raski) Luc & Raski,Apricot
NEMATODE DISEASES,Root-knot,"Meloidogynearenaria(Neal) Chitwood
M.incognita(Kofoid & White) Chitwood
M.javanica(Treub) Chitwood",Apricot
VIRAL DISEASES,Bare twig and unfruitfulness,"genusNepovirus, Strawberry latent ringspot virus
+
genusTobamovirus, Cucumber green mottle mosaic virus",Apricot
VIRAL DISEASES,Line pattern & Necrotic ring spot,"genusIlarvirus, Prunus necrotic ringspot virus(PNRSV)",Apricot
VIRAL DISEASES,Peach mosaic,"genusTrichovirus, Cherry mottle leaf virus(CMLV)",Apricot
VIRAL DISEASES,Plum pox (= Sharka),"genusPotyvirus, Plum pox virus(PPV)",Apricot
VIRAL DISEASES,Prunus stem pitting,"genusNepovirus, Tomato ringspot virus(ToRSV)",Apricot
VIRAL DISEASES,Pseudopox,"genusTrichovirus, Apple chlorotic leaf spot virus(ACLSV)",Apricot
VIRAL DISEASES,Viral gummosis,"genusIlarvirus, Prune dwarf virus(PDV)",Apricot
PARASITIC HIGHER PLANTS,Mistletoe,Phoradendronflavescens(Pursh.) Nutt.,Apricot
MISCELLANEOUS DISEASES OR DISORDERS,Apricot gumboil,Unknown etiology (nontransmissible),Apricot
MISCELLANEOUS DISEASES OR DISORDERS,Replant problems,"Bacteria, fungi, nematodes, viruses, nutrients, toxins and environmental conditions (?)",Apricot
MISCELLANEOUS DISEASES OR DISORDERS,Replant problems,"Bacteria, fungi, nematodes, viruses, nutrients, toxins and environmental conditions (?)",Asparagus
FUNGAL DISEASES,Anthracnose,"Colletotrichumgloeosporioides(Penz.) Penz. & Sacc.In Penz
C. dematium(Pers.) Grove",Asparagus
FUNGAL DISEASES,Ascochyta blight,Ascochyta asparagina(Petr.) P. K. Buchanan,Asparagus
FUNGAL DISEASES,Blue mold rot,PenicilliumaurantiogriseumDierckx.,Asparagus
FUNGAL DISEASES,Cercospora blight,Cercospora asparagiSacc.,Asparagus
FUNGAL DISEASES,Dead stem,Fusarium culmorum(W. G. Sm.),Asparagus
FUNGAL DISEASES,Fusarium crown and root rot,"Fusarium oxysporum(Schlecht.) emend. Snyd & Hans.f. sp.asparagi(Cohen & Heald)
F. redolensWollenw.
Gibberella fujikuroi(Sawada) Wollenw. (matingpopulation A)
F. verticillioides(Sacc.) Nirenberg [anamorph]
Gibberella fujikuroi(Sawada) Wollenw. (matingpopulation D)
F. proliferatum(Matsush.) Nirenberg [anamorph]",Asparagus
FUNGAL DISEASES,Fusarium spear spot,"Fusarium oxysporum(Schlecht) emend. Snyd & Hans. f.sp.asparagi(Cohen & Heald)
F. redolensWollenw.",Asparagus
FUNGAL DISEASES,Gray mold shoot blight,Botrytis cinereaPers.:Fr.,Asparagus
FUNGAL DISEASES,Leaf spot,Alternaria alternata(Fr.:Fr.) Keissl.,Asparagus
FUNGAL DISEASES,Phomopsis blight,"Phomopsis asparagi(Sacc.) Bubak
Phomopsis asparagicolaBausa Alcalde
Phomopsis javanicaUecker et D.A. Johnson",Asparagus
FUNGAL DISEASES,Phytophthora spear and crown rot,Phytophthora megaspermaDrechs,Asparagus
FUNGAL DISEASES,Purple spot,"Pleospora herbarum(Pers.:Fr) Rabenh.
Stemphylium vesicariumWallr. [anamorph]",Asparagus
FUNGAL DISEASES,Rhizoctonia crown rot,"Rhizoctonia solaniKühn
Rhizoctoniasp.",Asparagus
FUNGAL DISEASES,Rust,Puccinia asparagiDe Candolle,Asparagus
FUNGAL DISEASES,Watery soft rot,Sclerotinia sclerotiorum(Lib.) de Bary,Asparagus
FUNGAL DISEASES,Zopfia root rot,Zopfia rhizophilaRabenhorst,Asparagus
VIRAL & VIROID DISEASES,Asparagus decline,"genusPotyvirus,Asparagus 1 virus(AV-1)
genusIlarvirus,Asparagus 2 virus(AV-2)",Asparagus
VIRAL & VIROID DISEASES,Asparagus mosaic,"genusPotexvirus,Asparagus 3 virus(AV-3)
genusIlarvirus,Tobacco streak virus(TSV)",Asparagus
MISCELLANEOUS DISEASES & DISORDERS,Fasciation,Abiotic,Asparagus
MISCELLANEOUS DISEASES & DISORDERS,Fasciation,Abiotic,Avocado
BACTERIAL DISEASES,Bacterial canker,"Pseudomonas syringaevan Hall (S. Africa)
Xanthomonas campestris(Pammel) Dowson (California)",Avocado
BACTERIAL DISEASES,Blast and bacterial fruit spot,Pseudomonas syringaevan Hall,Avocado
BACTERIAL DISEASES,Crown gall,Agrobacterium tumefaciens(Smith and Townsend) Conn,Avocado
FUNGAL DISEASES,Anthracnose,"Colletotrichum gloeosporioides(Penz.) Penz. & Sacc. in Penz.
Glomerella cingulata(Stoneman) Spauld. & Schrenk
[teleomorph]",Avocado
FUNGAL DISEASES,Armillaria root rot (shoestring root rot),"Armillaria mellea(Vahl:Fr.) P. Kumm.
Rhizomorpha subcorticalisPers. [anamorph]",Avocado
FUNGAL DISEASES,Black mildew,"Asteridiella perseae(F. Stevens) Hansf.
=Irene perseae(F. Stevens) Toro",Avocado
FUNGAL DISEASES,Branch canker,"Botryosphaeria disrupta(Berk. & M. A. Curtis) Arx
& E. Müller
B. obtusa(Schwein.) Shoemaker
=Physalospora obtusa(Schwein.) Cooke
B. quercum(Schwein.) Sacc.
=P. glandicola(Schwein.) N. Stevens
B. rhodina(Cooke) Arx
=P. rhodinaCooke
P. abdita(Berk. & M. A. Curtis) N. Stevens in Voorhees
=P. fuscaN. Stevens",Avocado
FUNGAL DISEASES,Butt rot,"GanodermazonatumMurrill
=G. sulcatumMurrill",Avocado
FUNGAL DISEASES,Cercospora spot (blotch),Pseudocercospora purpurea(Cooke) Deighton,Avocado
FUNGAL DISEASES,Clitocybe root rot,"Armillaria tabescens(Scop.:Fr.) Dennis et al.
=Clitocybe tabescens(Scop.:Fr.) Bres.",Avocado
FUNGAL DISEASES,Collar rot,Sclerotinia sclerotiorum(Lib.) de Bary,Avocado
FUNGAL DISEASES,Dematophora root rot,"Dematophora necatrixHartig
Rosellina necatrixPrill. [teleomorph]",Avocado
FUNGAL DISEASES,Dieback,"Diplodia cacaoicolaHenn.
Phomopsissp.",Avocado
FUNGAL DISEASES,Fruit rot (includes stem end rot & fruit spots),"Botryodiplodiasp.Botryosphaeria obtusa(Schwein.)
Shoemaker
B. quercuum(Schwein.) Sacc.
B. rhodina(Cooke) Arx
Botrytis cinereaPers.:Fr.
=B. vulgarisLink:Fr.
Botryotinia fuckeliana(de Bary) Whetzel [teleomorph]
Colletotrichum gloeosporioides(Penz.) Penz. & Sacc.
in Penz.
Cylindrocladium scopariumMorg.
Calonectria kyotensisTerashita [teleomorph]
Dothiorella aromatica(Sacc.) Petr. & Syd.
D. gregariaSacc.
Fusarium decemcellulareC. Brick
Nectria rigidiusculaBerk. & Broome [teleomorph]
Lasiodiplodia theobromae(Pat.) Griffon & Maubl.
=Diplodia natalensisPole-Evans
N. pseudotrichiaBerk. & M. A. Curtis
Tubercularia lateritia(Berk.) Seifert [anamorph]
Pestalotiasp.
P. versicolorSpeg.
Phomopsis perseaeZerova
Rhizopus stolonifer(Ehrenb.:Fr) Vuill.
Sclerotinia sclerotiorum(Lib.) de Bary
=S. libertianaFuckel",Avocado
FUNGAL DISEASES,Heart rot,"Oxyporus latemarginatus(Durieu & Mont.) Donk
=Poria latemarginata(Durieu & Mont.) Cooke",Avocado
FUNGAL DISEASES,Leaf spots,"Bipolaris sorokiniana(Sacc.) Shoemaker
Cochliobolus sativa(Ito & Kuribayashi) Drechs.
ex Dastur [teleomorph]
Pestalotiasp.
P. adustaEllis & Everh.
Phyllachora gratissimaRehm
Phyllosticta micropunctaCooke
=P. perseaeEllis & G. Martin",Avocado
FUNGAL DISEASES,Phomopsis spot,Phomopsissp.,Avocado
FUNGAL DISEASES,Physalospora canker,Physalospora perseaeDoidge,Avocado
FUNGAL DISEASES,Phytophthora crown rot,"Phytophthora cinnamomiRand
P. citricolaSawada",Avocado
FUNGAL DISEASES,Phytophthora trunk canker,"Phytophthora cinnamomiRands
P. citricolaSawada
P. heveaeThompson",Avocado
FUNGAL DISEASES,Phytophthora root rot,Phyophthora cinnamomiRands,Avocado
FUNGAL DISEASES,Pink rot,"Trichothecium roseumLk.:Fr.
=Cephalothecium roseumCorda",Avocado
FUNGAL DISEASES,Powdery mildew,Oidiumsp.,Avocado
FUNGAL DISEASES,Rhizoctonia seed and root rot,"Rhizoctonia solaniKühn
Thanatephorus cucumeris(A. B. Frank) Donk
[teleomorph]",Avocado
FUNGAL DISEASES,Root and bark rot,Fusariumsp.,Avocado
FUNGAL DISEASES,Root rot,Pythiumsp.,Avocado
FUNGAL DISEASES,Rosellinia root rot,Rosellinia bunodes(Berk. & Broome) Sacc.,Avocado
FUNGAL DISEASES,Rusty blight,"Colletotrichum gloeosporioides(Penz.) Penz. & Sacc.
in Penz.
=C. nigrumEllis & Halst.",Avocado
FUNGAL DISEASES,Scab (fruit & leaf),Sphaceloma perseaeJenk.,Avocado
FUNGAL DISEASES,Seedling blight,"Phytophthora palmivora(E. J. Butler) E. J. Butler
Sclerotium rolfsiiSacc.
Athelia rolfsii(Curzi) Tu & Kimbrough [teleomorph]",Avocado
FUNGAL DISEASES,Smudgy spot,Helminthosporiumsp.,Avocado
FUNGAL DISEASES,Sooty blotch,Akaropeltopsissp.,Avocado
FUNGAL DISEASES,Tar spot,Phyllachora gratissimaRehm,Avocado
FUNGAL DISEASES,Verticillium wilt,Verticillium dahliaeKleb.,Avocado
FUNGAL DISEASES,Wood rots,"Fomitella supina(Sw.:Fr.) Murrill
=Polyporus supinus(Sw.:Fr.) Fr.
Laetiporus sulphureus(Bull.:Fr.) Murrill
=Polyporus sulphureus(Bull.:Fr.) Fr.
Sporotrichum versisporum(C. G. Lloyd) Stalpers
[anamorph]
Rigidoporus ulmarius(Sowerby:Fr.) Imazeki in Ito
=Fomes geotropus(Cooke) Cooke
Trames hirsuta(Wulfen:Fr.) Quel.
=Polyporus hirsutus(Wulfen:Fr.) Fr.",Avocado
VIRUSLIKE DISEASES,Sunblotch,Avocado sunblotch viroid,Avocado
VIRUSLIKE DISEASES,Trunk pitting,Graft transmissible agent,Avocado
MISCELLANEOUS DISEASES OR DISORDERS,Algal spot,Cephaleuros virescensKunze,Avocado
MISCELLANEOUS DISEASES OR DISORDERS,Blackstreak,Unknown cause,Avocado
MISCELLANEOUS DISEASES OR DISORDERS,Dieback,Copper deficiency,Avocado
MISCELLANEOUS DISEASES OR DISORDERS,Edema,Physiological,Avocado
MISCELLANEOUS DISEASES OR DISORDERS,Littleleaf rosette,Zinc deficiency,Avocado
MISCELLANEOUS DISEASES OR DISORDERS,Tipburn,Excess mineral salts,Avocado
